id видео;Название видео;Публикация видео;Просмотров;Лайков;Дизлайков;Положительных комментариев (всего);Негативных комментариев (всего);Комментарий
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;Че они там все такие куры? Кудах таах тах,, ко ко ко ко ко......
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;А что с лицом у Маккейна?
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;Поздравил и отправил томагавки
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;Путин вмешался в выборы в России?
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;Кремлесми сутки думали давать или не давать эту новость. Собачки на строгом ошейнике:)
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;какой смелый поступок, наградить Трампа звездой герой России 😂
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;актрисы торгуются как дороже себя продать...чем же Американские чиновники стали отличатся от актёров?...уже ничем)))
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;О победа Трамп позвонил уря!
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;Кабинет в Белом доме назвали в честь либерас*та – Овальный! : D
Ayfh6HOmauc;Трамп поздравил Путина, несмотря на рекомендации советников - Россия 24;21.03.2018 22:15:03;19326;230;39;0;3;Путин блин ты чё поговорить даже по тихому с америкосами не можешь
SvUivCsANFY;Медведев: Трамп доброжелательный и адекватный, но отношения между странами отвратительные - Россия…;30.11.2017 14:10:05;1247;13;34;0;0;По нему и не скажешь что он второй человек великой страны. Ему в сказке гнома играть.
SvUivCsANFY;Медведев: Трамп доброжелательный и адекватный, но отношения между странами отвратительные - Россия…;30.11.2017 14:10:05;1247;13;34;0;0;Давайте называть всё своими именами,США - главный террорист на нашей планете (!)
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Господин Лавров уважение этому человеку
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;сергей ловров форевер лав
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Смешно сейчас..<br />СПУСТЯ. ....7 месяцев...Рукопожатия закончились..<br />Санкции приняли....Жизнь хороша...
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Прям...так и нельзя было оторвать<br />..что путя больше понравился чем МЕЛАНЬЯ?Ну трамп...шалунишка😃
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Все это постановка- театр!
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Прямо Путин, - пуп земли.... ДА имел Трамп в виду ЭТОГО ПУТЬКИНА.... 😆
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Лавров-находка для Путина.Без него была бы другая история развития событий
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Так мы в матрице или нет ,я что-то не понял =)
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Яке воно гидке!!!этот ваш Путин(
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Что-то рыжий гандон не перетянул руку Вовки!
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Бла-бла - из-за порядковые устроенных антиглабалистами.... Так что - презики и иже с ними - глобалисты - враги человечества?
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;ne srazu ¿ - oni chto tam - rakom chto-li ¿
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;хочу трахнут  Мелани😀
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Трамп подал руку с низу
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Два массона слуги люцифера будь он проклят Всевышним обсуждают план по подготовке к 3-й мировой войне
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Ей на концерт надо )))) во баба дает ))) тут жизнь стран на кону...
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Ну что там Трамп всё по плану?
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;А куда торопиться так подумал Путин, поймал мыша еби неспеша
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Тьфу педрилы мля засосались друг с дружкой....женщину можно понять...европейцы толерастые
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;он ему так руку подал снизу как буд то бы володя должен был писюн выволить ему на руку. на мол подержись
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;A de Poroshenko?  Aaaa zabil. On je prezident ukraini.a ukraina uje samaia nishaia strana evropi.uje huje chem moldavia
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Мля а у Украины своих представителей нет ... накосячили а жопу америкосами прикрывают... лохи
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Мелания увидев Путина, аж потекла бедняжка)))
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;мелания родом из Словении.
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Пидорашки опять все перекрутили
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Авторы сей новости курят ватный тампакс Кабаевой?...<br />Кабаеб Путлер может только отсосать с проглотом у Дональд Тромба!
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Ваш Путін такий же як і ви пиздуни
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Осторожно! Здесь стадо ебанутых хохлов с анальнятами!
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;Как наше СМИ любит делать из мухи слона
e3HXAzvR_Xo;Мелания Трамп не сразу смогла оторвать мужа от Путина;08.07.2017 15:11:10;2138760;6040;4328;5;4;если бы не было Америки в Россий не кого было бы обсуждать
